chr,TnG_start,TnG_end,strand,peaks
chr5,21032933,21032952,-,[138612]
chr5,21042545,21042559,-,[138619]
chr5,21044541,21044555,-,[138622]
chr5,21044908,21044924,-,[138623]
chr5,21068723,21068737,-,[138634]
chr5,21109699,21109713,-,[138640]
chr5,21130399,21130421,-,[138649]
chr5,21138970,21138985,-,[138654]
chr5,21186837,21186861,-,[138670]
chr5,21203502,21203536,-,[138680]
chr5,21211658,21211673,-,[138685]
chr5,21222730,21222745,-,[138696]
chr5,21228188,21228205,-,[138699]
chr5,21247001,21247020,-,[138704]
chr5,21255228,21255258,-,[138710]
chr5,21270297,21270312,-,[138726]
chr5,21270828,21270842,-,[138727]
chr5,21271001,21271016,-,[138727]
chr5,21277944,21277959,-,[138732]
chr5,21308289,21308322,-,[138747]
chr5,21309505,21309527,-,[138748]
chr5,21320696,21320710,-,[138750]
chr5,21332245,21332259,-,[138758]
chr5,21354873,21354917,-,[138767]
chr5,21355245,21355259,-,[138768]
chr5,21366508,21366522,-,[138772]
chr5,21367164,21367178,-,[138774]
chr5,21412367,21412395,-,[138799]
chr5,21420679,21420696,-,[138804]
chr5,21434380,21434400,-,[138808]
chr5,21438497,21438511,-,[138809]
chr5,21438527,21438542,-,[138809]
chr5,21471820,21471839,-,[138817]
chr5,21495120,21495135,-,[138827]
chr5,21517477,21517492,-,[138838]
chr5,21529248,21529266,-,[138845]
chr5,21567266,21567280,-,[138857]
chr5,21618046,21618066,-,[138870]
chr5,21654504,21654522,-,[138878]
chr5,21657536,21657552,-,[138879]
chr5,21737696,21737711,-,[138908]
chr5,21755951,21755973,-,[138910]
chr5,21804080,21804094,-,[138923]
chr5,21865899,21865915,-,[138932]
chr5,21866472,21866491,-,[138933]
chr5,21944702,21944723,-,[138938]
chr5,22007959,22007973,-,[138949]
chr5,22019123,22019137,-,[138952]
chr5,22021837,22021853,-,[138953]
chr5,22024263,22024277,-,[138954]
chr5,22135749,22135763,-,[138963]
chr5,22224828,22224864,-,[138974]
chr5,22448612,22448627,-,[138989]
chr5,22504843,22504871,-,[138999]
chr5,22504959,22505007,-,[138999]
chr5,22524340,22524363,-,[139008]
chr5,22539109,22539128,-,[139011]
chr5,22746985,22747001,-,[139029]
chr5,22856656,22856672,-,[139034]
chr5,22898799,22898815,-,[139038]
chr5,22963575,22963589,-,[139042]
chr5,23111389,23111428,-,[139053]
chr5,23132337,23132357,-,[139058]
chr5,23234655,23234670,-,[139065]
chr5,23285137,23285152,-,[139072]
chr5,23285159,23285173,-,[139072]
chr5,23322359,23322378,-,[139074]
chr5,23394404,23394419,-,[139087]
chr5,23396830,23396852,-,[139089]
chr5,23402516,23402531,-,[139092]
chr5,23406461,23406477,-,[139095]
chr5,23414242,23414261,-,[139103]
chr5,23440406,23440431,-,[139123]
chr5,23453680,23453704,-,[139129]
chr5,23453846,23453883,-,[139129]
chr5,23459203,23459234,-,[139132]
chr5,23464362,23464392,-,[139136]
chr5,23473658,23473674,-,[139138]
chr5,23524706,23524728,-,[139152]
chr5,23551988,23552002,-,[139155]
chr5,23658685,23658700,-,[139210]
chr5,23672504,23672528,-,[139213]
chr5,23741379,23741396,-,[139233]
chr5,23746806,23746826,-,[139234]
chr5,23844739,23844755,-,[139252]
chr5,23943579,23943595,-,[139282]
chr5,23943623,23943647,-,[139282]
chr5,23999205,23999224,-,[139294]
chr5,23999226,23999241,-,[139294]
chr5,23999624,23999638,-,[139295]
chr5,24018978,24018994,-,[139300]
chr5,24057715,24057730,-,[139326]
chr5,24394013,24394038,-,[139425]
chr5,24465559,24465583,-,[139460]
chr5,24559300,24559319,-,[139491]
chr5,24559439,24559482,-,[139491]
chr5,24659298,24659317,-,[139534]
chr5,24720980,24721004,-,[139554]
chr5,24723897,24723911,-,[139555]
chr5,24734290,24734315,-,[139567]
chr5,24780434,24780451,-,[139586]
chr5,24781759,24781804,-,[139588]
chr5,24871370,24871384,-,[139630]
chr5,24936436,24936458,-,[139656]
chr5,25048053,25048080,-,[139721]
chr5,25063131,25063153,-,[139730]
chr5,25189082,25189101,-,[139778]
chr5,25223250,25223265,-,[139790]
chr5,25223553,25223569,-,[139791]
chr5,25246207,25246226,-,[139793]
chr5,25466099,25466113,-,[139823]
chr5,25488689,25488718,-,[139831]
chr5,25493311,25493355,-,[139833]
chr5,25543215,25543230,-,[139850]
chr5,25620020,25620034,-,[139863]
chr5,25687138,25687154,-,[139880]
chr5,25705997,25706027,-,[139884]
chr5,25762079,25762108,-,[139899]
chr5,25947150,25947174,-,[139921]
chr5,27076146,27076169,-,[139960]
chr5,27099454,27099468,-,[139962]
chr5,27155657,27155676,-,[139968]
chr5,27175655,27175675,-,[139971]
chr5,27175699,27175713,-,[139971]
chr5,27183195,27183209,-,[139972]
chr5,27183777,27183792,-,[139974]
chr5,27271755,27271778,-,[139995]
chr5,27319728,27319742,-,[140006]
chr5,27767955,27767982,-,[140051]
chr5,27852787,27852807,-,[140069]
chr5,27854409,27854435,-,[140070]
chr5,28014068,28014104,-,[140084]
chr5,28043152,28043168,-,[140096]
chr5,28082972,28082986,-,[140117]
chr5,28092439,28092463,-,[140123]
chr5,28092465,28092481,-,[140123]
chr5,28094097,28094112,-,[140124]
chr5,28168361,28168380,-,[140145]
chr5,28211092,28211106,-,[140159]
chr5,28301932,28301947,-,[140184]
chr5,28310607,28310622,-,[140186]
chr5,28371140,28371156,-,[140210]
chr5,28382250,28382265,-,[140216]
chr5,28385831,28385858,-,[140218]
chr5,28451282,28451297,-,[140229]
chr5,28639663,28639678,-,[140247]
chr5,28785449,28785465,-,[140256]
chr5,29188150,29188166,-,[140275]
chr5,29227850,29227865,-,[140284]
chr5,29230689,29230719,-,[140286]
chr5,29293469,29293505,-,[140292]
chr5,29413165,29413189,-,[140308]
chr5,29462295,29462309,-,[140312]
chr5,29469143,29469192,-,[140318]
chr5,29553270,29553289,-,[140328]
chr5,29560763,29560782,-,[140329]
chr5,29696311,29696335,-,[140352]
chr5,29734924,29734943,-,[140359]
chr5,29738265,29738280,-,[140364]
chr5,29741441,29741455,-,[140366]
chr5,29771060,29771075,-,[140370]
chr5,29786440,29786459,-,[140379]
chr5,29786465,29786481,-,[140379]
chr5,29792691,29792715,-,[140380]
chr5,29836902,29836917,-,[140385]
chr5,29895059,29895073,-,[140413]
chr5,29994681,29994695,-,[140444]
chr5,30039463,30039488,-,[140462]
chr5,30074440,30074459,-,[140474]
chr5,30234330,30234345,-,[140529]
chr5,30242644,30242658,-,[140531]
chr5,30245283,30245302,-,[140533]
chr5,30254248,30254263,-,[140535]
chr5,30254395,30254414,-,[140535]
chr5,30667221,30667257,-,[140625]
chr5,30667357,30667376,-,[140626]
chr5,30667384,30667398,-,[140626]
chr5,30679359,30679378,-,[140628]
chr5,30697086,30697115,-,[140635]
chr5,30726003,30726017,-,[140646]
chr5,30790525,30790563,-,[140660]
chr5,30848842,30848878,-,[140682]
chr5,30879656,30879672,-,[140700]
chr5,30887402,30887418,-,[140702]
chr5,30928210,30928225,-,[140723]
chr5,30943098,30943114,-,[140725]
chr5,30959509,30959562,-,[140733]
chr5,30961978,30961997,-,[140739]
chr5,31018247,31018306,-,[140753]
chr5,31104465,31104481,-,[140784]
chr5,31110920,31110934,-,[140786]
chr5,31118063,31118088,-,[140787]
chr5,31126211,31126230,-,[140789]
chr5,31251304,31251320,-,[140821]
chr5,31256244,31256273,-,[140828]
chr5,31288733,31288757,-,[140836]
chr5,31408768,31408794,-,[140851]
chr5,31563661,31563680,-,[140883]
chr5,31599488,31599508,-,[140899]
chr5,31615693,31615712,-,[140910]
chr5,31671432,31671451,-,[140929]
chr5,31709511,31709527,-,[140940]
chr5,31713299,31713317,-,[140941]
chr5,31717896,31717921,-,[140947]
chr5,31724768,31724783,-,[140949]
chr5,31726191,31726210,-,[140950]
chr5,31751146,31751160,-,[140960]
chr5,31793037,31793051,-,[140972]
chr5,31808606,31808620,-,[140975]
chr5,31818920,31818937,-,[140984]
chr5,31864443,31864463,-,[140996]
chr5,31866431,31866445,-,[140997]
chr5,31883877,31883899,-,[141008]
chr5,31898989,31899004,-,[141012]
chr5,31906774,31906788,-,[141017]
chr5,31914799,31914815,-,[141022]
chr5,31914920,31914934,-,[141022]
chr5,31929256,31929271,-,[141030]
chr5,31936831,31936847,-,[141034]
chr5,31956510,31956529,-,[141039]
chr5,31959274,31959334,-,[141040]
chr5,31963912,31963950,-,[141043]
chr5,32055949,32055972,-,[141068]
chr5,32073546,32073560,-,[141071]
chr5,32134692,32134728,-,[141100]
chr5,32139476,32139504,-,[141108]
chr5,32148936,32148961,-,[141113]
chr5,32204693,32204715,-,[141142]
chr5,32210344,32210370,-,[141144]
chr5,32244094,32244113,-,[141154]
chr5,32303514,32303533,-,[141164]
chr5,32413806,32413822,-,[141206]
chr5,32414404,32414420,-,[141207]
chr5,32426566,32426582,-,[141215]
chr5,32430771,32430785,-,[141219]
chr5,32441410,32441429,-,[141225]
chr5,32459138,32459162,-,[141230]
chr5,32475115,32475134,-,[141237]
chr5,32475222,32475246,-,[141237]
chr5,32477620,32477635,-,[141239]
chr5,32487406,32487425,-,[141242]
chr5,32572072,32572115,-,[141252]
chr5,32608267,32608302,-,[141258]
chr5,32768217,32768236,-,[141289]
chr5,32806274,32806306,-,[141295]
chr5,32934774,32934793,-,[141311]
chr5,32937197,32937211,-,[141313]
chr5,32950269,32950288,-,[141316]
chr5,32950749,32950764,-,[141317]
chr5,33056767,33056789,-,[141346]
chr5,33245996,33246011,-,[141376]
chr5,33248267,33248281,-,[141378]
chr5,33281673,33281687,-,[141395]
chr5,33348089,33348124,-,[141418]
chr5,33357595,33357617,-,[141424]
chr5,33681692,33681711,-,[141516]
chr5,33803015,33803029,-,[141543]
chr5,33811649,33811663,-,[141545]
chr5,33828206,33828225,-,[141555]
chr5,33831139,33831155,-,[141556]
chr5,33851403,33851422,-,[141562]
chr5,33851428,33851444,-,[141562]
chr5,34106827,34106842,-,[141605]
chr5,34147866,34147880,-,[141609]
chr5,34163656,34163670,-,[141613]
chr5,34163784,34163798,-,[141613]
chr5,34169031,34169050,-,[141614]
chr5,34170959,34170985,-,[141617]
chr5,34175936,34175967,-,[141618]
chr5,34201908,34201928,-,[141628]
chr5,34233814,34233830,-,[141648]
chr5,34273286,34273302,-,[141669]
chr5,34293483,34293499,-,[141684]
chr5,34293674,34293688,-,[141684]
chr5,34300099,34300118,-,[141687]
chr5,34316500,34316516,-,[141691]
chr5,34375870,34375906,-,[141716]
chr5,34384342,34384366,-,[141719]
chr5,34392973,34393007,-,[141720]
chr5,34398164,34398190,-,[141723]
chr5,34407611,34407632,-,[141725]
chr5,34431094,34431123,-,[141731]
chr5,34448679,34448701,-,[141735]
chr5,34473854,34473868,-,[141739]
chr5,34544203,34544217,-,[141777]
chr5,34547507,34547540,-,[141780]
chr5,34591408,34591422,-,[141796]
chr5,34591594,34591613,-,[141796]
chr5,34591998,34592014,-,[141797]
chr5,34610673,34610707,-,[141799]
chr5,34772128,34772144,-,[141825]
chr5,34781981,34782000,-,[141828]
chr5,34782124,34782146,-,[141828]
chr5,34818128,34818144,-,[141830]
chr5,34830015,34830044,-,[141834]
chr5,34935196,34935210,-,[141852]
chr5,34951079,34951099,-,[141859]
chr5,34972569,34972583,-,[141866]
chr5,34974661,34974675,-,[141870]
chr5,35050647,35050667,-,[141903]
chr5,35176336,35176350,-,[141944]
chr5,35413131,35413155,-,[142011]
chr5,35523844,35523859,-,[142039]
chr5,35552063,35552082,-,[142052]
chr5,35575260,35575276,-,[142062]
chr5,35600647,35600662,-,[142074]
chr5,35673401,35673420,-,[142106]
chr5,35718179,35718193,-,[142130]
chr5,35814294,35814313,-,[142185]
chr5,35820004,35820019,-,[142188]
chr5,35851751,35851766,-,[142203]
chr5,35856373,35856389,-,[142205]
chr5,35870749,35870764,-,[142207]
chr5,35950791,35950806,-,[142246]
chr5,35961536,35961551,-,[142253]
chr5,35975815,35975834,-,[142263]
chr5,35982768,35982785,-,[142268]
chr5,36119960,36119987,-,[142317]
chr5,36130326,36130375,-,[142327]
chr5,36136423,36136441,-,[142331]
chr5,36194114,36194129,-,[142352]
chr5,36202993,36203007,-,[142355]
chr5,36255351,36255367,-,[142375]
chr5,36317246,36317266,-,[142393]
chr5,36358420,36358439,-,[142410]
chr5,36479310,36479328,-,[142474]
chr5,36490503,36490517,-,[142482]
chr5,36535574,36535593,-,[142502]
chr5,36561737,36561756,-,[142525]
chr5,36567570,36567592,-,[142530]
chr5,36594738,36594770,-,[142552]
chr5,36596305,36596323,-,[142554]
chr5,36620956,36620970,-,[142562]
chr5,36626349,36626363,-,[142567]
chr5,36667243,36667268,-,[142568]
chr5,36710416,36710430,-,[142590]
chr5,36753029,36753045,-,[142615]
chr5,36792152,36792176,-,[142624]
chr5,36820360,36820375,-,[142634]
chr5,36918560,36918580,-,[142664]
chr5,36954776,36954790,-,[142677]
chr5,36954848,36954877,-,[142677]
chr5,37028437,37028456,-,[142708]
chr5,37048100,37048114,-,[142722]
chr5,37051632,37051647,-,[142725]
chr5,37056269,37056284,-,[142727]
chr5,37056389,37056413,-,[142727]
chr5,37059831,37059847,-,[142729]
chr5,37070551,37070570,-,[142736]
chr5,37073808,37073830,-,[142737]
chr5,37082245,37082260,-,[142745]
chr5,37135787,37135803,-,[142769]
chr5,37147819,37147856,-,[142772]
chr5,37151732,37151746,-,[142773]
chr5,37180904,37180923,-,[142783]
chr5,37228311,37228332,-,[142791]
chr5,37873820,37873835,-,[142880]
chr5,37879835,37879870,-,[142883]
chr5,37896031,37896050,-,[142889]
chr5,37899652,37899671,-,[142891]
chr5,37899758,37899784,-,[142891]
chr5,38057753,38057768,-,[142926]
chr5,38057780,38057796,-,[142926]
chr5,38057823,38057845,-,[142926]
chr5,38235761,38235778,-,[142985]
chr5,38280367,38280431,-,[143004]
chr5,38352936,38352950,-,[143018]
chr5,38366979,38366995,-,[143023]
chr5,38370203,38370219,-,[143026]
chr5,38392131,38392159,-,[143032]
chr5,38480320,38480360,-,[143047]
chr5,38520995,38521019,-,[143074]
chr5,38632756,38632770,-,[143108]
chr5,38654666,38654698,-,[143113]
chr5,38746567,38746581,-,[143124]
chr5,38769005,38769023,-,[143131]
chr5,38799013,38799028,-,[143144]
chr5,38812734,38812765,-,[143149]
chr5,38830282,38830301,-,[143157]
chr5,38845114,38845128,-,[143160]
chr5,38845594,38845608,-,[143161]
chr5,38857637,38857651,-,[143164]
chr5,38865000,38865015,-,[143169]
chr5,38865129,38865145,-,[143169]
chr5,38865153,38865167,-,[143169]
chr5,38867609,38867624,-,[143171]
chr5,38882833,38882847,-,[143184]
chr5,38899043,38899061,-,[143188]
chr5,38902135,38902150,-,[143192]
chr5,38946711,38946734,-,[143207]
chr5,38980800,38980824,-,[143220]
chr5,39030160,39030175,-,[143226]
chr5,39030846,39030886,-,[143227]
chr5,39081983,39082002,-,[143232]
chr5,39153525,39153541,-,[143251]
chr5,39189011,39189030,-,[143265]
chr5,39250509,39250528,-,[143269]
chr5,39250584,39250605,-,[143269]
chr5,39255608,39255622,-,[143272]
chr5,39255688,39255707,-,[143272]
chr5,39258008,39258027,-,[143273]
chr5,39338471,39338505,-,[143285]
chr5,39349482,39349496,-,[143289]
chr5,39352334,39352358,-,[143290]
chr5,39548459,39548474,-,[143310]
chr5,39618898,39618917,-,[143324]
chr5,39631304,39631318,-,[143329]
chr5,39633494,39633508,-,[143330]
chr5,39636392,39636411,-,[143333]
chr5,39673728,39673748,-,[143343]
chr5,39733811,39733844,-,[143355]
chr5,39820170,39820190,-,[143369]
chr5,39831443,39831457,-,[143371]
chr5,39837409,39837428,-,[143373]
chr5,40333561,40333575,-,[143398]
chr5,41006781,41006795,-,[143417]
chr5,41044729,41044749,-,[143418]
chr5,41052193,41052215,-,[143420]
chr5,41125309,41125324,-,[143421]
chr5,41143342,41143356,-,[143423]
chr5,41337173,41337194,-,[143437]
chr5,41419764,41419795,-,[143443]
chr5,41563602,41563617,-,[143452]
chr5,41657340,41657359,-,[143465]
chr5,41657363,41657379,-,[143465]
chr5,41754985,41755015,-,[143487]
chr5,41768336,41768359,-,[143500]
chr5,41805313,41805327,-,[143508]
chr5,41811574,41811589,-,[143510]
chr5,41820661,41820680,-,[143513]
chr5,41820785,41820799,-,[143513]
chr5,41861508,41861538,-,[143526]
chr5,41888879,41888894,-,[143531]
chr5,41890716,41890730,-,[143532]
chr5,41921669,41921683,-,[143536]
chr5,41967964,41967983,-,[143538]
chr5,41975658,41975672,-,[143541]
chr5,42219569,42219584,-,[143545]
chr5,42234686,42234700,-,[143547]
chr5,42967164,42967180,-,[143568]
chr5,42969790,42969805,-,[143569]
chr5,43023676,43023704,-,[143578]
chr5,43051156,43051175,-,[143593]
chr5,43076005,43076019,-,[143601]
chr5,43082639,43082653,-,[143605]
chr5,43138083,43138097,-,[143623]
chr5,43181603,43181617,-,[143637]
chr5,43217704,43217727,-,[143646]
chr5,43288461,43288491,-,[143672]
chr5,43324844,43324882,-,[143683]
chr5,43360564,43360578,-,[143693]
chr5,43360596,43360615,-,[143693]
chr5,43365558,43365582,-,[143694]
chr5,43445695,43445710,-,[143710]
chr5,43467291,43467306,-,[143716]
chr5,43555243,43555257,-,[143734]
chr5,43555737,43555754,-,[143736]
chr5,43673820,43673834,-,[143777]
chr5,43687355,43687370,-,[143783]
chr5,43722276,43722290,-,[143788]
chr5,43754682,43754706,-,[143801]
chr5,43771071,43771085,-,[143805]
chr5,43795276,43795298,-,[143822]
chr5,43868588,43868603,-,[143866]
chr5,43881512,43881555,-,[143879]
chr5,43885475,43885489,-,[143885]
chr5,44048056,44048072,-,[143920]
chr5,44131421,44131437,-,[143945]
chr5,44173265,44173280,-,[143960]
chr5,44212265,44212285,-,[143979]
chr5,44217042,44217061,-,[143983]
chr5,44239468,44239484,-,[144003]
chr5,44245576,44245592,-,[144009]
chr5,44247370,44247392,-,[144011]
chr5,44247550,44247566,-,[144011]
chr5,44266464,44266478,-,[144017]
chr5,44282125,44282140,-,[144021]
chr5,44413527,44413542,-,[144027]
chr5,44501661,44501683,-,[144036]
chr5,44553556,44553572,-,[144039]
chr5,44709375,44709394,-,[144062]
chr5,44765260,44765278,-,[144078]
chr5,44781036,44781050,-,[144081]
chr5,44896857,44896876,-,[144091]
chr5,44902651,44902670,-,[144092]
chr5,44978138,44978153,-,[144096]
chr5,45078083,45078097,-,[144103]
chr5,45095172,45095186,-,[144105]
chr5,45161141,45161166,-,[144108]
chr5,45220879,45220894,-,[144110]
chr5,45278151,45278177,-,[144111]
chr5,45278468,45278487,-,[144112]
chr5,45292402,45292417,-,[144116]
chr5,45385604,45385624,-,[144135]
chr5,45424516,45424545,-,[144142]
chr5,45520872,45520888,-,[144164]
chr5,45526472,45526486,-,[144165]
chr5,45542721,45542740,-,[144171]
chr5,45680256,45680280,-,[144198]
chr5,45719949,45719963,-,[144212]
chr5,45747903,45747917,-,[144215]
chr5,45757636,45757661,-,[144216]
chr5,45863619,45863634,-,[144238]
chr5,45924038,45924053,-,[144249]
chr5,45936623,45936643,-,[144255]
chr5,45959185,45959199,-,[144259]
chr5,45959249,45959269,-,[144259]
chr5,46204043,46204067,-,[144279]
chr5,46406457,46406476,-,[144286]
chr5,46578682,46578696,-,[144297]
chr5,46968160,46968174,-,[144306]
chr5,47121910,47121934,-,[144312]
chr5,47325944,47325964,-,[144325]
chr5,47354773,47354799,-,[144327]
chr5,47355077,47355091,-,[144328]
chr5,47436487,47436501,-,[144334]
chr5,47465036,47465058,-,[144337]
chr5,47470152,47470168,-,[144340]
chr5,47509135,47509149,-,[144347]
chr5,47576417,47576436,-,[144350]
chr5,47686882,47686898,-,[144354]
chr5,47696651,47696670,-,[144356]
chr5,47780277,47780315,-,[144365]
chr5,47780320,47780340,-,[144365]
chr5,47780983,47781007,-,[144367]
chr5,47982664,47982695,-,[144377]
chr5,48038291,48038310,-,[144388]
chr5,48212657,48212673,-,[144399]
chr5,48349558,48349572,-,[144413]
chr5,48680008,48680023,-,[144430]
chr5,48877525,48877545,-,[144435]
chr5,48932179,48932197,-,[144438]
chr5,49370788,49370807,-,[144455]
chr5,49437527,49437541,-,[144460]
chr5,49556940,49556962,-,[144476]
chr5,49909743,49909758,-,[144494]
chr5,49961903,49961932,-,[144498]
chr5,49961935,49961951,-,[144498]
chr5,50016244,50016258,-,[144525]
chr5,50026627,50026647,-,[144530]
chr5,50039782,50039801,-,[144538]
chr5,50458053,50458067,-,[144552]
chr5,51086128,51086142,-,[144568]
chr5,51391292,51391318,-,[144582]
chr5,51482681,51482700,-,[144592]
chr5,51503620,51503661,-,[144599]
chr5,51554195,51554214,-,[144609]
chr5,51584778,51584798,-,[144618]
chr5,51584847,51584862,-,[144618]
chr5,51650078,51650093,-,[144632]
chr5,51752169,51752184,-,[144648]
chr5,51767926,51767951,-,[144652]
chr5,51920123,51920147,-,[144670]
chr5,51982554,51982576,-,[144677]
chr5,52042804,52042819,-,[144694]
chr5,52119899,52119927,-,[144724]
chr5,52123146,52123161,-,[144728]
chr5,52147252,52147267,-,[144742]
chr5,52173771,52173790,-,[144752]
chr5,52177071,52177086,-,[144754]
chr5,52177279,52177293,-,[144754]
chr5,52209779,52209793,-,[144761]
chr5,52220149,52220163,-,[144764]
chr5,52232861,52232877,-,[144767]
chr5,52254759,52254779,-,[144776]
chr5,52319448,52319462,-,[144788]
chr5,52332849,52332868,-,[144795]
chr5,52416507,52416551,-,[144820]
chr5,52461198,52461214,-,[144831]
chr5,52555752,52555767,-,[144864]
chr5,52588510,52588525,-,[144877]
chr5,52631916,52631931,-,[144901]
chr5,52631996,52632010,-,[144901]
chr5,52634611,52634625,-,[144904]
chr5,52655098,52655114,-,[144906]
chr5,52658456,52658475,-,[144910]
chr5,52668553,52668587,-,[144914]
chr5,52670112,52670126,-,[144917]
chr5,52674980,52675013,-,[144918]
chr5,52707197,52707215,-,[144922]
chr5,52793551,52793588,-,[144941]
chr5,52807159,52807175,-,[144946]
chr5,52824111,52824130,-,[144951]
chr5,52917498,52917514,-,[144976]
chr5,53043860,53043875,-,[144999]
chr5,53082879,53082893,-,[145011]
chr5,53087520,53087539,-,[145015]
chr5,53108816,53108843,-,[145024]
chr5,53208712,53208736,-,[145068]
chr5,53212196,53212215,-,[145069]
chr5,53214210,53214224,-,[145073]
chr5,53229344,53229358,-,[145080]
chr5,53244000,53244014,-,[145088]
chr5,53257757,53257772,-,[145095]
chr5,53281169,53281183,-,[145112]
chr5,53282139,53282158,-,[145113]
chr5,53325631,53325650,-,[145127]
chr5,53346918,53346955,-,[145136]
chr5,53377014,53377043,-,[145148]
chr5,53385552,53385568,-,[145156]
chr5,53414917,53414948,-,[145179]
chr5,53437791,53437805,-,[145193]
chr5,53440029,53440043,-,[145195]
chr5,53507664,53507680,-,[145228]
chr5,53536834,53536853,-,[145244]
chr5,53541020,53541035,-,[145249]
chr5,53543544,53543568,-,[145250]
chr5,53584585,53584599,-,[145267]
chr5,53599370,53599386,-,[145283]
chr5,53600754,53600774,-,[145284]
chr5,53600783,53600803,-,[145284]
chr5,53603391,53603421,-,[145287]
chr5,53614416,53614430,-,[145293]
chr5,53619708,53619727,-,[145296]
chr5,53623984,53624003,-,[145300]
chr5,53624107,53624123,-,[145300]
chr5,53637291,53637306,-,[145307]
chr5,53639965,53639984,-,[145309]
chr5,53640129,53640148,-,[145309]
chr5,53674078,53674094,-,[145322]
chr5,53844872,53844887,-,[145339]
chr5,53880817,53880833,-,[145345]
chr5,53887940,53887962,-,[145348]
chr5,53929637,53929661,-,[145359]
chr5,53952187,53952210,-,[145372]
chr5,54017283,54017298,-,[145402]
chr5,54027431,54027446,-,[145411]
chr5,54040819,54040852,-,[145418]
chr5,54066309,54066328,-,[145437]
chr5,54071014,54071030,-,[145442]
chr5,54102951,54102970,-,[145461]
chr5,54105450,54105469,-,[145462]
chr5,54109188,54109204,-,[145466]
chr5,54109384,54109405,-,[145466]
chr5,54113492,54113506,-,[145468]
chr5,54155120,54155136,-,[145472]
chr5,54180705,54180721,-,[145478]
chr5,54258379,54258395,-,[145489]
chr5,54280744,54280762,-,[145491]
chr5,54705830,54705850,-,[145498]
chr5,55276431,55276445,-,[145503]
chr5,57128817,57128836,-,[145515]
chr5,57461107,57461146,-,[145520]
chr5,57477934,57477961,-,[145522]
chr5,57713525,57713539,-,[145530]
chr5,57715926,57715941,-,[145536]
chr5,57727307,57727339,-,[145546]
chr5,57735477,57735497,-,[145549]
chr5,57746134,57746164,-,[145552]
chr5,57780025,57780044,-,[145566]
chr5,57780199,57780214,-,[145566]
chr5,57789787,57789806,-,[145571]
chr5,57789873,57789892,-,[145571]
chr5,57789939,57789953,-,[145571]
chr5,57796632,57796647,-,[145572]
chr5,57816300,57816314,-,[145576]
chr5,57823396,57823411,-,[145579]
chr5,57826681,57826697,-,[145580]
chr5,57843602,57843621,-,[145585]
chr5,57851328,57851342,-,[145588]
chr5,57865476,57865490,-,[145596]
chr5,57867542,57867557,-,[145597]
chr5,57868920,57868942,-,[145599]
chr5,57869107,57869135,-,[145600]
chr5,58091236,58091264,-,[145629]
chr5,58295672,58295687,-,[145642]
chr5,58301470,58301484,-,[145643]
chr5,58301610,58301629,-,[145643]
chr5,58315209,58315223,-,[145644]
chr5,58351092,58351107,-,[145646]
chr5,58351189,58351203,-,[145646]
chr5,58702551,58702565,-,[145648]
chr5,58702568,58702584,-,[145648]
chr5,58734055,58734070,-,[145650]
chr5,59854902,59854921,-,[145658]
chr5,59907661,59907675,-,[145661]
chr5,60129083,60129099,-,[145665]
chr5,60224421,60224437,-,[145667]
chr5,60224667,60224681,-,[145668]
chr5,60609046,60609074,-,[145674]
chr5,61212569,61212588,-,[145686]
chr5,62346097,62346120,-,[145694]
chr5,62402802,62402821,-,[145695]
chr5,62402837,62402856,-,[145695]
chr5,62614646,62614673,-,[145711]
chr5,62715500,62715520,-,[145731]
chr5,62740204,62740230,-,[145737]
chr5,62761354,62761370,-,[145757]
chr5,62821759,62821798,-,[145786]
chr5,62829986,62830001,-,[145788]
chr5,62830140,62830154,-,[145788]
chr5,62847271,62847291,-,[145795]
chr5,62855310,62855326,-,[145800]
chr5,62867280,62867295,-,[145805]
chr5,62875969,62875988,-,[145807]
chr5,62876004,62876022,-,[145807]
chr5,62895408,62895422,-,[145811]
chr5,62909297,62909316,-,[145812]
chr5,62912002,62912034,-,[145814]
chr5,63828884,63828898,-,[145860]
chr5,63887247,63887276,-,[145874]
chr5,63902836,63902850,-,[145878]
chr5,63913797,63913816,-,[145881]
chr5,63949093,63949107,-,[145901]
chr5,63956471,63956491,-,[145905]
chr5,63969677,63969693,-,[145922]
chr5,63987091,63987107,-,[145928]
chr5,64023678,64023698,-,[145936]
chr5,64028027,64028046,-,[145939]
chr5,64077594,64077610,-,[145958]
chr5,64084153,64084168,-,[145960]
chr5,64136405,64136429,-,[145980]
chr5,64140303,64140332,-,[145981]
chr5,64149426,64149440,-,[145984]
chr5,64149968,64150000,-,[145985]
chr5,64178497,64178515,-,[146004]
chr5,64188551,64188566,-,[146008]
chr5,64188603,64188622,-,[146008]
chr5,64194653,64194684,-,[146012]
chr5,64196459,64196475,-,[146014]
chr5,64219509,64219552,-,[146035]
chr5,64221776,64221800,-,[146038]
chr5,64241300,64241315,-,[146051]
chr5,64243225,64243269,-,[146053]
chr5,64273822,64273837,-,[146062]
chr5,64288731,64288761,-,[146068]
chr5,64291842,64291861,-,[146072]
chr5,64297440,64297456,-,[146076]
chr5,64304873,64304887,-,[146083]
chr5,64317425,64317453,-,[146089]
chr5,64340137,64340152,-,[146104]
chr5,64344556,64344574,-,[146111]
chr5,64354867,64354882,-,[146115]
chr5,64364729,64364743,-,[146123]
chr5,64431771,64431797,-,[146165]
