,chr,TnG_start,TnG_end,strand
19715,chr8,81689148,81689209,-
19716,chr8,81689398,81689421,-
19717,chr8,81689461,81689476,-
19718,chr8,81689517,81689537,+
19719,chr8,81689718,81689733,-
19720,chr8,81692334,81692354,-
19721,chr8,81692459,81692474,-
19722,chr8,81692485,81692508,+
19723,chr8,81692641,81692668,-
19724,chr8,81695012,81695032,-
19725,chr8,81702341,81702356,-
19726,chr8,81702467,81702482,-
19727,chr8,81703140,81703167,+
19728,chr8,81703508,81703537,+
19729,chr8,81703592,81703609,+
19730,chr8,81703900,81703921,-
19731,chr8,81703939,81703954,+
19732,chr8,81703961,81703981,-
19733,chr8,81704485,81704508,+
19734,chr8,81704762,81704779,-
19735,chr8,81704992,81705012,-
19736,chr8,81705130,81705151,-
19737,chr8,81735842,81735865,-
19738,chr8,81736339,81736359,-
19739,chr8,81761976,81762007,+
19740,chr8,81765619,81765643,+
19741,chr8,81765790,81765815,-
19742,chr8,81766157,81766180,+
19743,chr8,81766202,81766217,-
19744,chr8,81766404,81766421,+
19745,chr8,81766499,81766516,-
19746,chr8,81766716,81766741,-
19747,chr8,81766763,81766787,+
19748,chr8,81766981,81766996,-
19749,chr8,81767313,81767329,-
19750,chr8,81768032,81768078,-
19751,chr8,81768485,81768508,-
19752,chr8,81768961,81768977,-
19753,chr8,81769153,81769205,-
19754,chr8,81769862,81769882,-
19755,chr8,81770314,81770375,+
19756,chr8,81770521,81770578,-
19757,chr8,81774965,81774985,+
19758,chr8,81775153,81775185,-
19759,chr8,81782552,81782567,-
19760,chr8,81782583,81782598,+
19761,chr8,81782720,81782743,+
19762,chr8,81783261,81783284,+
19763,chr8,81792697,81792712,-
19764,chr8,81792997,81793020,-
19765,chr8,82774328,82774343,-
19766,chr8,82774361,82774384,+
19767,chr8,82774493,82774524,-
19768,chr8,82774955,82774986,-
19769,chr8,83594722,83594737,+
19770,chr8,83599716,83599752,-
19771,chr8,83600030,83600053,+
19772,chr8,83607534,83607565,+
19773,chr8,83652967,83652983,+
19774,chr8,83740536,83740563,-
19775,chr8,83740792,83740818,-
19776,chr8,83742107,83742160,+
19777,chr8,83742297,83742338,+
19778,chr8,83742607,83742640,-
19779,chr8,83773638,83773672,+
19780,chr8,83773753,83773794,-
19781,chr8,83790343,83790367,-
19782,chr8,83899110,83899125,-
19783,chr8,83899314,83899364,-
19784,chr8,84066906,84066929,+
19785,chr8,84067542,84067557,-
19786,chr8,84067683,84067700,-
19787,chr8,84127443,84127472,-
19788,chr8,84128368,84128389,+
19789,chr8,84197484,84197501,-
19790,chr8,84249917,84249939,-
19791,chr8,84270636,84270656,-
19792,chr8,84270782,84270799,-
19793,chr8,84639191,84639229,-
19794,chr8,84639752,84639767,+
19795,chr8,84639774,84639806,+
19796,chr8,84639966,84639990,+
19797,chr8,84832002,84832017,-
19798,chr8,84840879,84840902,-
19799,chr8,84871448,84871480,+
19800,chr8,84871616,84871636,+
19801,chr8,84893946,84893963,+
19802,chr8,84975546,84975565,+
19803,chr8,84975937,84975960,-
19804,chr8,84975967,84975995,-
19805,chr8,84976922,84976937,-
19806,chr8,84976945,84976980,+
19807,chr8,84977139,84977156,+
19808,chr8,84977183,84977210,+
19809,chr8,84978939,84978956,+
19810,chr8,84983990,84984021,+
19811,chr8,84985365,84985382,+
19812,chr8,84986610,84986634,+
19813,chr8,85624617,85624632,+
19814,chr8,85950972,85950987,+
19815,chr8,86048574,86048622,+
19816,chr8,86048638,86048666,-
19817,chr8,86048778,86048810,+
19818,chr8,86049088,86049117,+
19819,chr8,86108892,86108919,+
19820,chr8,86585518,86585543,+
19821,chr8,86585758,86585775,-
19822,chr8,86586041,86586059,+
19823,chr8,86624876,86624896,-
19824,chr8,86707621,86707649,+
19825,chr8,86708085,86708105,+
19826,chr8,86708303,86708323,-
19827,chr8,86738217,86738234,-
19828,chr8,86885530,86885547,+
19829,chr8,86885556,86885576,+
19830,chr8,86888243,86888259,-
19831,chr8,86888596,86888619,-
19832,chr8,88200177,88200209,+
19833,chr8,88362387,88362414,-
19834,chr8,88362570,88362626,+
19835,chr8,88691858,88691901,+
19836,chr8,88697598,88697625,-
19837,chr8,88697706,88697736,-
19838,chr8,88701251,88701278,-
19839,chr8,88701337,88701360,+
19840,chr8,90795557,90795584,-
19841,chr8,90795822,90795845,-
19842,chr8,90887152,90887175,-
19843,chr8,90887194,90887241,-
19844,chr8,91070660,91070680,-
19845,chr8,91070995,91071018,+
19846,chr8,91076995,91077039,+
19847,chr8,91077437,91077452,+
19848,chr8,91077521,91077541,+
19849,chr8,91081592,91081648,-
19850,chr8,91312838,91312902,+
19851,chr8,91312944,91312959,+
19852,chr8,92110859,92110874,+
19853,chr8,93363203,93363218,+
19854,chr8,93363655,93363678,+
19855,chr8,93363819,93363835,+
19856,chr8,93580104,93580138,-
19857,chr8,94387685,94387717,-
19858,chr8,94400193,94400208,+
19859,chr8,94400278,94400298,+
19860,chr8,94413431,94413466,-
19861,chr8,94413833,94413850,-
19862,chr8,94414123,94414146,-
19863,chr8,94434696,94434727,-
19864,chr8,94434792,94434808,+
19865,chr8,94454105,94454122,-
19866,chr8,94454183,94454199,-
19867,chr8,94454663,94454680,-
19868,chr8,94458772,94458795,-
19869,chr8,94601577,94601605,+
19870,chr8,94654200,94654225,-
19871,chr8,94654555,94654691,.
19872,chr8,94655077,94655094,+
19873,chr8,94667299,94667325,-
19874,chr8,94667343,94667358,-
19875,chr8,94667467,94667487,-
19876,chr8,94702455,94702512,+
19877,chr8,94702787,94702803,+
19878,chr8,94703248,94703294,-
19879,chr8,94703300,94703315,-
19880,chr8,94857952,94857978,+
19881,chr8,95081193,95081216,-
19882,chr8,95245203,95245218,+
19883,chr8,95245224,95245247,+
19884,chr8,95245647,95245670,+
19885,chr8,96053822,96053845,-
19886,chr8,96152958,96152978,-
19887,chr8,96419973,96420011,+
19888,chr8,96420026,96420049,+
19889,chr8,98464468,98464491,-
19890,chr8,99286263,99286283,-
19891,chr8,99286578,99286599,+
19892,chr8,104248218,104248254,+
19893,chr8,104249259,104249301,.
19894,chr8,104249336,104249353,-
19895,chr8,104564916,104564931,-
19896,chr8,104565202,104565238,-
19897,chr8,105170847,105170862,+
19898,chr8,105291258,105291284,-
19899,chr8,105623321,105623344,+
19900,chr8,105745961,105746041,+
19901,chr8,105746468,105746505,+
19902,chr8,105746724,105746769,-
19903,chr8,105855670,105855710,+
19904,chr8,105899817,105899834,-
19905,chr8,105899972,105899999,-
19906,chr8,105900043,105900070,-
19907,chr8,105900097,105900112,+
19908,chr8,105993787,105993805,-
19909,chr8,106054319,106054336,+
19910,chr8,106054882,106054905,-
19911,chr8,106150038,106150055,-
19912,chr8,106169293,106169321,-
19913,chr8,106642976,106643012,-
19914,chr8,107095718,107095748,+
19915,chr8,107095901,107095924,+
19916,chr8,107096773,107096798,-
19917,chr8,107292641,107292662,+
19918,chr8,107292819,107292892,+
19919,chr8,107292909,107292932,-
19920,chr8,107425327,107425354,+
19921,chr8,107588600,107588657,-
19922,chr8,109565349,109565366,+
19923,chr8,109692574,109692674,.
19924,chr8,109705929,109705946,-
19925,chr8,109707511,109707529,+
19926,chr8,109777127,109777142,+
19927,chr8,109778272,109778287,+
19928,chr8,110217558,110217578,-
19929,chr8,110902634,110902694,-
19930,chr8,110939383,110939399,-
19931,chr8,110997931,110997948,-
19932,chr8,111258954,111258973,-
19933,chr8,111527374,111527389,+
19934,chr8,111536156,111536192,-
19935,chr8,111562601,111562626,-
19936,chr8,111563772,111563801,+
19937,chr8,111564485,111564529,-
19938,chr8,111570791,111570871,-
19939,chr8,111571495,111571530,-
19940,chr8,111571618,111571633,-
19941,chr8,111571716,111571739,-
19942,chr8,111571883,111571900,+
19943,chr8,111572122,111572181,-
19944,chr8,111572250,111572271,+
19945,chr8,111572334,111572366,+
19946,chr8,111572416,111572439,-
19947,chr8,111577713,111577728,-
19948,chr8,111582379,111582414,-
19949,chr8,111582453,111582480,-
19950,chr8,111582909,111582929,+
19951,chr8,111594517,111594544,-
19952,chr8,111594576,111594593,-
19953,chr8,111594876,111594899,-
19954,chr8,111595522,111595539,-
19955,chr8,111643213,111643233,-
19956,chr8,111643243,111643259,-
19957,chr8,111644077,111644109,-
19958,chr8,111644119,111644142,-
19959,chr8,111644444,111644469,+
19960,chr8,111644518,111644541,-
19961,chr8,111821278,111821310,+
19962,chr8,111821318,111821348,+
19963,chr8,111821492,111821512,+
19964,chr8,111865720,111865777,+
19965,chr8,111940753,111940769,-
19966,chr8,111976619,111976642,+
19967,chr8,113634770,113634798,+
19968,chr8,114133094,114133146,-
19969,chr8,114453082,114453116,-
19970,chr8,114789700,114789720,+
19971,chr8,114789835,114789858,+
19972,chr8,114790130,114790153,-
19973,chr8,114801769,114801798,+
19974,chr8,114815408,114815423,-
19975,chr8,114879465,114879490,+
19976,chr8,114881057,114881080,-
19977,chr8,114972810,114972851,-
19978,chr8,114972911,114972960,-
19979,chr8,114973122,114973138,-
19980,chr8,114973507,114973535,-
19981,chr8,115064821,115064864,-
19982,chr8,115189655,115189699,+
19983,chr8,115189705,115189720,+
19984,chr8,115190053,115190073,+
19985,chr8,115190239,115190254,-
19986,chr8,115190327,115190392,+
19987,chr8,115707469,115707502,-
19988,chr8,115707634,115707702,-
19989,chr8,115708271,115708288,-
19990,chr8,115708502,115708518,-
19991,chr8,116493223,116493246,-
19992,chr8,116504444,116504481,-
19993,chr8,116591404,116591419,+
19994,chr8,116637759,116637798,+
19995,chr8,116638632,116638647,+
19996,chr8,116732955,116732976,-
19997,chr8,116921577,116921593,+
19998,chr8,116922045,116922060,-
19999,chr8,117148552,117148572,-
20000,chr8,117149001,117149018,-
20001,chr8,117255986,117256016,-
20002,chr8,117258049,117258076,-
20003,chr8,117258091,117258106,-
20004,chr8,117548670,117548699,-
20005,chr8,119423944,119423964,-
20006,chr8,119424111,119424139,+
20007,chr8,119424386,119424403,+
20008,chr8,119558372,119558395,+
20009,chr8,119570043,119570066,+
20010,chr8,119570109,119570129,+
20011,chr8,119586388,119586462,+
20012,chr8,119605391,119605408,+
20013,chr8,119811686,119811702,+
20014,chr8,119812044,119812067,+
20015,chr8,119812370,119812397,+
20016,chr8,119838580,119838597,+
20017,chr8,119838765,119838810,+
20018,chr8,119838828,119838851,-
20019,chr8,119910427,119910445,-
20020,chr8,119910446,119910462,+
20021,chr8,119910485,119910502,+
20022,chr8,120434279,120434307,-
20023,chr8,120489723,120489757,-
20024,chr8,120538403,120538432,+
20025,chr8,120543733,120543762,-
20026,chr8,120544598,120544622,-
20027,chr8,120544624,120544644,-
20028,chr8,120736509,120736579,+
20029,chr8,121579374,121579397,+
20030,chr8,121585167,121585212,+
20031,chr8,121585445,121585462,-
20032,chr8,121585670,121585690,-
20033,chr8,121585845,121585874,-
20034,chr8,121590106,121590137,-
20035,chr8,121590970,121590997,-
20036,chr8,121850784,121850825,-
20037,chr8,121949725,121949754,-
20038,chr8,122464432,122464498,.
20039,chr8,122775243,122775259,+
20040,chr8,122917284,122917331,+
20041,chr8,122918041,122918068,-
20042,chr8,122918148,122918163,-
20043,chr8,122937734,122937754,+
20044,chr8,122938536,122938580,-
20045,chr8,122938752,122938775,+
20046,chr8,122939275,122939295,+
20047,chr8,122986103,122986122,+
20048,chr8,122986306,122986323,+
20049,chr8,122986490,122986518,+
20050,chr8,122986822,122986881,+
20051,chr8,122987049,122987064,+
20052,chr8,122987106,122987138,+
20053,chr8,123000009,123000026,+
20054,chr8,123000027,123000061,-
20055,chr8,123000409,123000427,+
20056,chr8,123000581,123000598,+
20057,chr8,123000680,123000727,-
20058,chr8,123014043,123014075,+
20059,chr8,123014123,123014144,-
20060,chr8,123014344,123014367,+
20061,chr8,123014401,123014429,+
20062,chr8,123014706,123014726,+
20063,chr8,123015496,123015542,-
20064,chr8,123015610,123015633,-
20065,chr8,123025518,123025545,-
20066,chr8,123025769,123025792,+
20067,chr8,123026175,123026210,-
20068,chr8,123026351,123026368,+
20069,chr8,123026711,123026734,+
20070,chr8,123027521,123027561,+
20071,chr8,123027794,123027842,+
20072,chr8,123027855,123027883,+
20073,chr8,123032635,123032666,+
20074,chr8,123033440,123033471,-
20075,chr8,123033616,123033644,+
20076,chr8,123033821,123033848,+
20077,chr8,123033999,123034015,+
20078,chr8,123034101,123034125,+
20079,chr8,123034317,123034333,-
20080,chr8,123034457,123034477,+
20081,chr8,123034482,123034520,-
20082,chr8,123034715,123034730,-
20083,chr8,123037490,123037507,+
20084,chr8,123040945,123040978,+
20085,chr8,123041506,123041522,+
20086,chr8,123042973,123043005,+
20087,chr8,123043097,123043117,-
20088,chr8,123043751,123043779,+
20089,chr8,123043865,123043927,-
20090,chr8,123043969,123044007,-
20091,chr8,123065019,123065052,+
20092,chr8,123065110,123065134,+
20093,chr8,123065259,123065279,+
20094,chr8,123066111,123066160,-
20095,chr8,123113857,123113874,+
20096,chr8,123113904,123113945,+
20097,chr8,123477411,123477431,+
20098,chr8,123859040,123859060,+
20099,chr8,123860218,123860280,-
20100,chr8,123950337,123950355,+
20101,chr8,124242420,124242453,-
20102,chr8,124318038,124318090,+
20103,chr8,124700733,124700756,+
20104,chr8,124947599,124947665,+
20105,chr8,124947775,124947798,-
20106,chr8,124949703,124949737,-
20107,chr8,124950051,124950066,-
20108,chr8,124950092,124950117,-
20109,chr8,125067136,125067151,+
20110,chr8,125067226,125067242,-
20111,chr8,125067518,125067539,+
20112,chr8,125067980,125068003,-
20113,chr8,125264933,125264958,+
20114,chr8,125265048,125265077,-
20115,chr8,125265230,125265247,-
20116,chr8,125337330,125337353,-
20117,chr8,125337357,125337377,+
20118,chr8,125337466,125337494,+
20119,chr8,125337530,125337555,+
20120,chr8,125337710,125337736,-
20121,chr8,125559007,125559023,-
20122,chr8,125567612,125567627,+
20123,chr8,125567938,125567965,+
20124,chr8,125568042,125568062,+
20125,chr8,125573697,125573732,+
20126,chr8,125574416,125574436,-
20127,chr8,125574699,125574715,-
20128,chr8,125667495,125667512,+
20129,chr8,125667535,125667558,+
20130,chr8,126497549,126497572,-
20131,chr8,126585188,126585204,+
20132,chr8,126585366,126585386,+
20133,chr8,126585399,126585422,+
20134,chr8,126585528,126585557,+
20135,chr8,126585586,126585613,-
20136,chr8,126586418,126586450,+
20137,chr8,126589395,126589415,+
20138,chr8,126589458,126589529,+
20139,chr8,126589696,126589753,+
20140,chr8,126589825,126589848,+
20141,chr8,126589926,126589946,-
20142,chr8,126590145,126590175,+
20143,chr8,126590382,126590423,+
20144,chr8,126590676,126590699,-
20145,chr8,126590748,126590821,+
20146,chr8,126590826,126590849,+
20147,chr8,126590869,126590892,+
20148,chr8,126590923,126590946,+
20149,chr8,126590950,126590972,+
20150,chr8,126592222,126592245,-
20151,chr8,126594285,126594300,-
20152,chr8,126595090,126595105,-
20153,chr8,126595742,126595767,+
20154,chr8,126596206,126596229,-
20155,chr8,126596243,126596258,-
20156,chr8,126616838,126616861,+
20157,chr8,126627173,126627216,+
20158,chr8,126629371,126629403,-
20159,chr8,126652235,126652255,-
20160,chr8,126663075,126663095,+
20161,chr8,126663127,126663149,-
20162,chr8,126663543,126663574,+
20163,chr8,126666147,126666162,+
20164,chr8,126666494,126666509,+
20165,chr8,126666797,126666812,+
20166,chr8,126699419,126699450,-
20167,chr8,126699473,126699496,+
20168,chr8,126699672,126699687,+
20169,chr8,126700004,126700021,-
20170,chr8,126832534,126832581,-
20171,chr8,126832824,126832847,+
20172,chr8,126832848,126832876,-
20173,chr8,126834129,126834169,-
20174,chr8,126834379,126834422,+
20175,chr8,126846730,126846753,-
20176,chr8,126846769,126846790,-
20177,chr8,126846861,126846878,-
20178,chr8,126848205,126848225,-
20179,chr8,126848303,126848323,+
20180,chr8,126848356,126848403,-
20181,chr8,126854434,126854449,-
20182,chr8,126854482,126854505,+
20183,chr8,126855789,126855804,+
20184,chr8,126856095,126856116,-
20185,chr8,127500248,127500273,+
20186,chr8,127500607,127500622,-
20187,chr8,128268025,128268042,-
20188,chr8,128384875,128384899,+
20189,chr8,128384909,128384932,+
20190,chr8,128384998,128385021,-
20191,chr8,128387581,128387604,-
20192,chr8,128473702,128473738,+
20193,chr8,128473944,128473965,+
20194,chr8,128504265,128504285,+
20195,chr8,128504309,128504325,+
20196,chr8,128526089,128526104,-
20197,chr8,128526146,128526166,-
20198,chr8,128526247,128526299,-
20199,chr8,128534328,128534343,-
20200,chr8,128534413,128534436,-
20201,chr8,128534547,128534562,-
20202,chr8,128547534,128547555,+
20203,chr8,128551280,128551325,+
20204,chr8,128595128,128595147,+
20205,chr8,128687518,128687538,-
20206,chr8,128687705,128687744,-
20207,chr8,128688036,128688052,+
20208,chr8,128688369,128688384,-
20209,chr8,128688533,128688562,-
20210,chr8,128688570,128688585,-
20211,chr8,128782486,128782501,-
20212,chr8,129234391,129234408,+
20213,chr9,3402902,3402922,+
20214,chr9,3403228,3403265,-
20215,chr9,3403479,3403506,-
20216,chr9,3403685,3403700,-
20217,chr9,4310294,4310311,-
20218,chr9,5308648,5308706,-
20219,chr9,5323966,5324025,+
20220,chr9,6878885,6878905,+
20221,chr9,7221591,7221623,+
20222,chr9,7221729,7221746,+
20223,chr9,7703907,7703943,-
20224,chr9,7704071,7704097,-
20225,chr9,7764867,7764890,-
20226,chr9,7813489,7813512,+
20227,chr9,7830368,7830400,+
20228,chr9,7836384,7836411,+
20229,chr9,7836806,7836840,+
20230,chr9,7837637,7837653,-
20231,chr9,7838001,7838048,-
20232,chr9,7838150,7838165,-
20233,chr9,7871741,7871758,-
20234,chr9,7873367,7873397,-
20235,chr9,7873421,7873458,+
20236,chr9,7873472,7873488,-
20237,chr9,7892910,7892965,+
20238,chr9,7893120,7893154,-
20239,chr9,7893379,7893394,-
20240,chr9,7897504,7897565,+
20241,chr9,7897953,7897974,-
20242,chr9,8017203,8017234,+
20243,chr9,8017482,8017512,-
20244,chr9,8784843,8784859,+
20245,chr9,8784912,8784947,+
20246,chr9,11397071,11397096,+
20247,chr9,13277500,13277538,+
20248,chr9,13296943,13296963,+
20249,chr9,13323277,13323297,-
20250,chr9,13323802,13323822,-
20251,chr9,13443359,13443395,-
20252,chr9,13443426,13443451,-
20253,chr9,13443851,13443876,+
20254,chr9,13444087,13444104,+
20255,chr9,13444111,13444142,+
20256,chr9,13444223,13444244,+
20257,chr9,13444419,13444449,-
20258,chr9,13466085,13466110,-
20259,chr9,13466113,13466151,+
20260,chr9,13466241,13466271,+
20261,chr9,13466312,13466341,-
20262,chr9,13466637,13466657,-
20263,chr9,13466710,13466733,-
20264,chr9,13469964,13469987,-
20265,chr9,13470206,13470221,-
20266,chr9,13470595,13470635,-
20267,chr9,13537044,13537067,+
20268,chr9,13701821,13701841,+
20269,chr9,13894801,13894821,+
20270,chr9,14079289,14079316,+
20271,chr9,14093037,14093065,+
20272,chr9,14093813,14093828,-
20273,chr9,14199774,14199799,+
20274,chr9,14200838,14200855,+
20275,chr9,14244362,14244377,+
20276,chr9,14262877,14262900,+
20277,chr9,14274898,14274933,+
20278,chr9,14280667,14280683,-
20279,chr9,14281076,14281093,-
20280,chr9,14281162,14281177,-
20281,chr9,14376125,14376146,+
20282,chr9,14500532,14500556,+
20283,chr9,14583505,14583525,-
20284,chr9,14904242,14904277,+
20285,chr9,14904427,14904456,+
20286,chr9,14966969,14966986,-
20287,chr9,15018067,15018095,-
20288,chr9,15045751,15045811,+
20289,chr9,15280078,15280149,-
20290,chr9,15280196,15280227,-
20291,chr9,15305887,15305910,+
20292,chr9,15305953,15305976,+
20293,chr9,15550505,15550520,+
20294,chr9,15550696,15550712,+
20295,chr9,15551053,15551094,-
20296,chr9,15709274,15709309,-
20297,chr9,16336959,16336975,+
20298,chr9,16337153,16337170,+
20299,chr9,16337277,16337292,-
20300,chr9,18505183,18505203,-
20301,chr9,19575508,19575524,+
20302,chr9,20545066,20545086,-
20303,chr9,20607719,20607739,-
20304,chr9,20607956,20607977,-
20305,chr9,20765302,20765325,+
20306,chr9,20765451,20765480,+
20307,chr9,20765639,20765656,-
20308,chr9,20877882,20877916,+
20309,chr9,20953193,20953216,+
20310,chr9,20961531,20961554,-
20311,chr9,20961562,20961579,+
20312,chr9,21091549,21091582,-
20313,chr9,21164599,21164614,-
20314,chr9,21167824,21167854,+
20315,chr9,21168356,21168379,+
20316,chr9,21169086,21169102,-
20317,chr9,21172466,21172489,+
20318,chr9,21172528,21172551,+
20319,chr9,21221425,21221480,-
20320,chr9,21221635,21221653,-
20321,chr9,21239475,21239515,-
20322,chr9,21260999,21261039,-
20323,chr9,21261131,21261168,-
20324,chr9,21288428,21288458,+
20325,chr9,21288802,21288829,+
20326,chr9,21288840,21288867,+
20327,chr9,21291819,21291851,-
20328,chr9,21320516,21320585,+
20329,chr9,21328260,21328280,-
20330,chr9,21367576,21367593,+
20331,chr9,21367633,21367653,+
20332,chr9,21368472,21368495,-
20333,chr9,21450043,21450084,+
20334,chr9,21593438,21593455,-
20335,chr9,21610272,21610295,+
20336,chr9,21956242,21956291,+
20337,chr9,22071790,22071805,+
20338,chr9,22224819,22224852,+
20339,chr9,22224990,22225013,+
20340,chr9,22225083,22225098,-
20341,chr9,22225358,22225386,-
20342,chr9,22225542,22225557,+
20343,chr9,22467363,22467385,+
20344,chr9,22467563,22467580,+
20345,chr9,22468450,22468486,-
20346,chr9,22640764,22640787,-
20347,chr9,23896957,23897008,-
20348,chr9,24373152,24373186,-
20349,chr9,25167758,25167773,-
20350,chr9,25196912,25196932,-
20351,chr9,25197095,25197122,+
20352,chr9,25197183,25197200,-
20353,chr9,25252258,25252304,+
20354,chr9,25253386,25253406,-
20355,chr9,25482418,25482438,-
20356,chr9,25969973,25969996,-
20357,chr9,25970005,25970025,-
20358,chr9,25970028,25970043,-
20359,chr9,25970151,25970171,-
20360,chr9,26779608,26779625,+
20361,chr9,30426806,30426832,+
20362,chr9,31030117,31030132,+
20363,chr9,31031488,31031503,-
20364,chr9,31254862,31254882,-
20365,chr9,31255008,31255043,-
20366,chr9,31300380,31300428,-
20367,chr9,31300551,31300593,-
20368,chr9,31300732,31300749,-
20369,chr9,31300922,31300947,-
20370,chr9,31301123,31301151,-
20371,chr9,31386879,31386919,-
20372,chr9,32350355,32350447,.
20373,chr9,32350583,32350620,-
20374,chr9,32495344,32495367,+
20375,chr9,32495987,32496013,-
20376,chr9,32496073,32496144,-
20377,chr9,32496203,32496226,+
20378,chr9,32496233,32496249,-
20379,chr9,32499069,32499149,+
20380,chr9,32499199,32499219,-
20381,chr9,32499895,32499945,+
20382,chr9,32500399,32500415,+
20383,chr9,32503804,32503821,+
20384,chr9,32507717,32507750,-
20385,chr9,32518845,32518868,+
20386,chr9,32538559,32538583,+
20387,chr9,32541545,32541565,-
20388,chr9,32592081,32592109,+
20389,chr9,32592157,32592185,-
20390,chr9,32592214,32592261,+
20391,chr9,32592835,32592860,+
20392,chr9,32594014,32594034,+
20393,chr9,32594136,32594178,-
20394,chr9,32594209,32594269,+
20395,chr9,32594989,32595041,-
20396,chr9,32615834,32615849,+
20397,chr9,32615972,32616000,-
20398,chr9,32617422,32617458,+
20399,chr9,32617487,32617510,+
20400,chr9,32652277,32652302,-
20401,chr9,32652692,32652707,-
20402,chr9,32661337,32661352,-
20403,chr9,32661359,32661376,-
20404,chr9,32661760,32661783,-
20405,chr9,32662007,32662050,-
20406,chr9,32672523,32672557,+
20407,chr9,32692854,32692877,-
20408,chr9,32692923,32692943,+
20409,chr9,32693006,32693029,-
20410,chr9,32693087,32693103,-
20411,chr9,32696306,32696347,+
20412,chr9,32697103,32697126,-
20413,chr9,32702761,32702776,-
20414,chr9,32703042,32703069,-
20415,chr9,32703082,32703102,-
20416,chr9,32703185,32703205,+
20417,chr9,32703303,32703320,+
20418,chr9,32703587,32703633,-
20419,chr9,32705139,32705156,+
20420,chr9,32705165,32705190,+
20421,chr9,32706061,32706081,-
20422,chr9,32706438,32706457,-
20423,chr9,32706593,32706622,-
20424,chr9,32706683,32706700,-
20425,chr9,32707481,32707549,-
20426,chr9,32707696,32707721,+
20427,chr9,32708186,32708209,+
20428,chr9,32716975,32716998,-
20429,chr9,32717668,32717683,+
20430,chr9,32717715,32717736,-
20431,chr9,32717876,32717893,+
20432,chr9,32718788,32718803,+
20433,chr9,32719542,32719562,-
20434,chr9,32720517,32720537,-
20435,chr9,32722642,32722665,+
20436,chr9,32722680,32722695,-
20437,chr9,32722788,32722803,-
20438,chr9,32722999,32723027,-
20439,chr9,32723457,32723513,-
20440,chr9,32724618,32724641,-
20441,chr9,32725233,32725267,-
20442,chr9,32726366,32726382,-
20443,chr9,32726489,32726506,-
20444,chr9,32726606,32726621,-
20445,chr9,32727734,32727787,+
20446,chr9,32728635,32728652,-
20447,chr9,32729114,32729175,-
20448,chr9,32730902,32730928,-
20449,chr9,32732276,32732291,-
20450,chr9,32732442,32732469,+
20451,chr9,32732924,32732941,-
20452,chr9,32735245,32735268,-
20453,chr9,32744590,32744606,-
20454,chr9,32746253,32746276,+
20455,chr9,32751626,32751663,-
20456,chr9,32752426,32752459,+
20457,chr9,32752558,32752581,+
20458,chr9,32752593,32752614,-
20459,chr9,32815683,32815699,-
20460,chr9,32907099,32907115,-
20461,chr9,32907314,32907329,+
20462,chr9,32907594,32907639,+
20463,chr9,32907649,32907673,+
20464,chr9,32910733,32910767,-
20465,chr9,32915583,32915606,+
20466,chr9,32915961,32915978,+
20467,chr9,32916148,32916181,-
20468,chr9,32916189,32916227,+
20469,chr9,32916255,32916275,-
20470,chr9,32916732,32916747,-
20471,chr9,32916964,32916988,-
20472,chr9,32923711,32923736,+
20473,chr9,32923777,32923802,+
20474,chr9,32923841,32923866,+
20475,chr9,32923951,32923969,+
20476,chr9,32924048,32924068,+
20477,chr9,32925630,32925660,+
20478,chr9,32926347,32926370,-
20479,chr9,32926745,32926760,+
20480,chr9,32926880,32926900,-
20481,chr9,32927043,32927076,-
20482,chr9,32928083,32928100,-
20483,chr9,32928417,32928432,-
20484,chr9,32928561,32928584,+
20485,chr9,32928670,32928710,.
20486,chr9,32929645,32929666,+
20487,chr9,32930293,32930331,-
20488,chr9,32939981,32940014,+
20489,chr9,32940821,32940842,-
20490,chr9,32941282,32941297,-
20491,chr9,32941339,32941354,+
20492,chr9,32942040,32942087,+
20493,chr9,32962557,32962596,+
20494,chr9,32962633,32962665,+
20495,chr9,32962894,32962910,+
20496,chr9,32962981,32963006,-
20497,chr9,32963287,32963354,-
20498,chr9,33060196,33060219,-
20499,chr9,33060240,33060263,-
20500,chr9,33061254,33061271,-
20501,chr9,33061335,33061355,-
20502,chr9,33061470,33061488,-
20503,chr9,33061517,33061534,+
20504,chr9,33061549,33061566,+
20505,chr9,33080537,33080579,-
20506,chr9,35117293,35117309,+
20507,chr9,35117956,35117979,+
20508,chr9,35211661,35211687,-
20509,chr9,35267363,35267383,+
20510,chr9,35267452,35267472,+
20511,chr9,35268047,35268070,+
20512,chr9,35495484,35495504,-
20513,chr9,35495834,35495889,+
20514,chr9,37207821,37207837,-
20515,chr9,37488637,37488664,+
20516,chr9,39030717,39030749,+
20517,chr9,40424038,40424053,+
20518,chr9,40424102,40424125,-
20519,chr9,40424388,40424425,-
20520,chr9,40424708,40424745,+
20521,chr9,40424870,40424917,+
20522,chr9,40424968,40424986,-
20523,chr9,40438520,40438543,-
20524,chr9,40438631,40438654,+
20525,chr9,40439044,40439065,+
20526,chr9,40757975,40757992,-
20527,chr9,40784161,40784181,+
20528,chr9,40784493,40784508,-
20529,chr9,40799960,40799975,+
20530,chr9,40997092,40997174,+
20531,chr9,40997302,40997323,-
20532,chr9,41073716,41073733,+
20533,chr9,41083712,41083732,+
20534,chr9,41107379,41107394,-
20535,chr9,41107454,41107470,+
20536,chr9,41107495,41107510,+
