Gene,Gene_chr,Gene_start,Gene_end,Gene_dir,HH_dist,TnG_dist,Joris_aTreg_IAA_over_Joris_aTreg_WT_Log2FC,Joris_aTreg_IAA_over_Joris_aTreg_WT_padj
Gm715,chrX,60548018,60548849,+,-963473,377004,0.766674486,1.0
Gm14661,chrX,60557727,60807993,+,-973182,117860,-0.417883272,1.0
Gm14651,chrX,60614809,60615251,-,-1030264,310602,1.0,1.0
Gm4909,chrX,60706269,60707063,-,-1121724,218790,-0.17106663,1.0
Gm8163,chrX,60726388,60727448,-,-1141843,198405,-1.472507156,1.0
Gm14660,chrX,60818207,60818782,+,-1233662,107071,1.0,1.0
Sox3,chrX,60891365,60893430,-,-1306820,32423,0.766674486,1.0
Gm14662,chrX,60893652,60898067,+,-1309107,27786,1.0,1.0
Gm7076,chrX,60906711,60907167,-,-1322166,18686,1.0,1.0
Rpl7l1-ps1,chrX,60971989,60972714,-,-1387444,-45849,0.117469675,1.0
Gm14664,chrX,61041740,61076068,+,-1457195,-115600,-0.17106663,1.0
Gm14663,chrX,61090581,61091734,+,-1506036,-164441,-0.197384541,1.0
Cdr1os,chrX,61116377,61203785,+,-1531832,-190237,-1.584007961,1.0
BX322656.1,chrX,61116377,61292484,+,-1531832,-190237,-0.459602936,1.0
Gm24396,chrX,61145361,61145454,+,-1560816,-219221,1.0,1.0
Cdr1,chrX,61184004,61185558,-,-1599459,-257864,1.0,1.0
Gm4988,chrX,61288187,61292484,+,-1703642,-362047,1.0,1.0
Gm14665,chrX,61389026,61389583,+,-1804481,-462886,1.0,1.0
Gm14666,chrX,61480452,61481295,+,-1895907,-554312,1.0,1.0
Gm14821,chrX,61618765,61619200,-,-2034220,-692625,0.117469675,1.0
Gm14655,chrX,61620149,61620727,+,-2035604,-694009,-0.189672477,1.0
Ldoc1,chrX,61709496,61710955,+,-2124951,-783356,1.191848142,1.0
Gm25412,chrX,61938890,61938997,+,-2354345,1012143,1.798373533,1.0
Gm8215,chrX,62006872,62007862,+,-2422327,943278,0.117469675,1.0
Gm5390,chrX,62135098,62136328,-,-2550553,814812,0.293353189,1.0
Gm14656,chrX,62208117,62208619,+,-2623572,742521,0.117469675,1.0
Gm16411,chrX,62255047,62256147,+,-2670502,694993,0.478138181,1.0
4933402E13Rik,chrX,62283498,62292078,+,-2698953,659062,-1.347139246,1.0
Gm14679,chrX,62372092,62372814,+,-2787547,578326,0.117469675,1.0
4931400O07Rik,chrX,62467990,62468812,+,-2883445,482328,0.117469675,1.0
Tslrn1,chrX,62510538,62527011,-,-2925993,424129,-1.425855311,1.0
Gm14678,chrX,62646724,62647206,+,-3062179,303934,1.0,1.0
Gm14677,chrX,62686049,62686535,+,-3101504,264605,1.0,1.0
Gm8244,chrX,62835511,62835775,-,-3250966,115365,2.246484611,1.0
Gm6754,chrX,63034193,63035106,-,-3449648,-83036,1.0,1.0
Gm14659,chrX,63184685,63186526,-,3330075,-233528,-0.730116004,1.0
Gm14657,chrX,63355346,63355648,-,3160953,-404189,1.0,1.0
Gm8260,chrX,64047553,64047906,-,2468695,-1096396,-0.721750914,1.0
Gm6760,chrX,64151404,64152198,-,2364403,-1200247,-0.459602936,1.0
3830417A13Rik,chrX,64173547,64178778,+,2337823,-1222390,0.117469675,1.0
Slitrk4,chrX,64264884,64276996,-,2239605,1266300,0.117469675,1.0
Gm24598,chrX,64496583,64496657,+,2019944,1046639,1.0,1.0
Gm14676,chrX,64750400,64751258,-,1765343,792038,1.0,1.0
Gm26111,chrX,64800510,64800616,+,1715985,742680,0.117469675,1.0
Gm14667,chrX,64842691,64844041,-,1672560,699255,1.0,1.0
Gm14673,chrX,64944128,64945031,+,1571570,598265,-0.17106663,1.0
Ctag2,chrX,65047643,65049014,+,1467587,494282,1.0,1.0
Gm14669,chrX,65070360,65070610,-,1445991,472686,1.0,1.0
Gm14670,chrX,65086837,65087174,+,1429427,456122,1.0,1.0
Gm14668,chrX,65936348,65938476,+,578125,-393035,1.185247029,1.0
Gm14671,chrX,66024043,66024305,+,492296,-480730,1.0,1.0
Gm14674,chrX,66025548,66025890,+,490711,-482235,1.0,1.0
4930447F04Rik,chrX,66303360,66304224,-,212377,212248,1.0,1.0
Gm23028,chrX,66448165,66448430,+,68171,68042,-0.17106663,1.0
Slitrk2,chrX,66649317,66661393,+,-132700,-132337,-1.104886579,1.0
Gm23000,chrX,66728414,66728553,+,-211797,-211434,1.0,1.0
Gm8310,chrX,66763381,66764574,+,-246764,-246401,0.117469675,1.0
Mir743,chrX,66776756,66776818,-,-260139,-259776,1.0,1.0
Mir743b,chrX,66777255,66777332,-,-260638,-260275,1.0,1.0
Mir742,chrX,66780372,66780437,-,-263755,-263392,1.0,1.0
Mir883a,chrX,66780757,66780833,-,-264140,-263777,1.0,1.0
Mir883b,chrX,66789889,66789967,-,-273272,-272909,1.0,1.0
Mir471,chrX,66792594,66792661,-,-275977,-275614,1.0,1.0
Mir741,chrX,66796804,66796875,-,-280187,-279824,1.0,1.0
Mir463,chrX,66799222,66799297,-,-282605,-282242,1.0,1.0
Mir880,chrX,66800529,66800607,-,-283912,-283549,1.0,1.0
Mir878,chrX,66801507,66801585,-,-284890,-284527,1.0,1.0
Mir881,chrX,66801943,66802021,-,-285326,-284963,1.0,1.0
Mir871,chrX,66810427,66810504,-,-293810,-293447,1.0,1.0
Mir470,chrX,66813950,66814025,-,-297333,-296970,1.0,1.0
Mir465d,chrX,66822655,66822713,-,-306038,-305675,1.0,1.0
Mir465c-1,chrX,66825954,66826035,-,-309337,-308974,1.0,1.0
Mir465b-1,chrX,66829201,66829280,-,-312584,-312221,1.0,1.0
Mir465c-2,chrX,66832516,66832597,-,-315899,-315536,1.0,1.0
Mir465b-2,chrX,66835763,66835842,-,-319146,-318783,1.0,1.0
Mir465,chrX,66839051,66839125,-,-322434,-322071,1.0,1.0
Gm6783,chrX,66969222,66970659,-,-452605,-452242,-0.443177898,1.0
Gm14682,chrX,66972653,66973177,+,-456036,-455673,1.0,1.0
Gm8312,chrX,67169612,67170230,-,-652995,-652632,1.0,1.0
1700036O09Rik,chrX,67458195,67459203,+,-941578,641475,1.0,1.0
Gm26276,chrX,67595329,67595438,-,-1078712,505240,-0.69629006,1.0
Gm14687,chrX,67660089,67663856,+,-1143472,436822,-0.730116004,1.0
Gm1140,chrX,67682899,67693562,-,-1166282,407116,-0.459602936,1.0
Gm14692,chrX,67695697,67706350,+,-1179080,394328,1.0,1.0
Rpl7a-ps13,chrX,67726243,67726806,+,-1209626,373872,1.0,1.0
4933436I01Rik,chrX,67919863,67921450,-,-1403246,179228,0.117469675,1.0
Mir201,chrX,67988095,67988161,-,-1471478,112517,1.0,1.0
Mir547,chrX,67988373,67988451,-,-1471756,112227,1.0,1.0
Gm14688,chrX,68006984,68007287,-,-1490367,93391,1.0,1.0
Mir509,chrX,68010104,68010179,-,-1493487,90499,1.0,1.0
Gm4910,chrX,68315951,68316317,-,-1799334,-214983,1.0,1.0
Gm6806,chrX,68503125,68504131,+,-1986508,-402157,0.117469675,1.0
Gm22332,chrX,68563126,68563252,+,-2046509,368899,1.0,1.0
Gm14701,chrX,68613792,68614140,+,-2097175,318011,1.0,1.0
Gm27979,chrX,68676847,68676903,+,-2160230,255248,1.0,1.0
Gm27838,chrX,68678484,68678612,+,-2161867,253539,0.015618577,1.0
Gm6812,chrX,68892374,68893053,-,-2375757,39098,0.766674486,1.0
Gm8344,chrX,68921156,68922012,-,-2404539,10139,0.189601875,1.0
n-R5s7,chrX,68949563,68949684,-,-2432946,-17395,1.0,1.0
Gm14705,chrX,69356595,69361269,-,-2839978,-424427,1.0,1.0
Aff2,chrX,69360293,69868037,+,-2843676,-428125,0.210013882,1.0
1700111N16Rik,chrX,69929258,70143588,-,-3412641,-997090,0.117469675,1.0
1700020N15Rik,chrX,69945299,69945978,+,-3428682,-1013131,0.117469675,1.0
4930567H17Rik,chrX,70393900,70394740,-,3572613,972569,-0.946218919,1.0
Gm16407,chrX,70400496,70401063,+,3566290,966246,1.0,1.0
Gm14704,chrX,70403180,70404054,-,3563299,963255,-0.69629006,1.0
Gm16441,chrX,70426310,70427234,-,3540119,940075,1.0,1.0
Gm14722,chrX,70432433,70433122,-,3534231,934187,0.117469675,1.0
Gm14721,chrX,70436408,70436933,-,3530420,930376,1.0,1.0
Gm14727,chrX,70503139,70503664,+,3463689,863645,1.0,1.0
Gm14729,chrX,70506951,70507640,+,3459713,859669,1.0,1.0
Gm6038,chrX,70513047,70513995,+,3453358,853314,-1.329720676,1.0
Gm14726,chrX,70536279,70537175,+,3430178,830134,0.117469675,1.0
Gm14724,chrX,70539309,70539846,-,3427507,827463,1.28984693,1.0
Gm14725,chrX,70545557,70546385,+,3420968,820924,-0.704838666,1.0
Gm14728,chrX,70564117,70564609,-,3402744,802700,1.0,1.0
Gm14732,chrX,70600262,70600807,-,3366546,766502,0.117469675,1.0
Gm14731,chrX,70626354,70626730,-,3340623,740579,1.0,1.0
Rplp1-ps1,chrX,70653205,70653550,-,3313803,713759,1.069372747,1.0
Gm22785,chrX,70693475,70693607,+,3273746,673702,0.117469675,1.0
Gm8410,chrX,70770866,70771471,+,3195882,595838,1.0,1.0
Gm6062,chrX,70978280,70978911,+,2988442,388398,1.0,1.0
Mamld1,chrX,71050239,71156056,+,2811297,211253,0.617378142,1.0
n-R5s8,chrX,71131236,71131354,+,2835999,235955,1.0,1.0
Gm8421,chrX,71498371,71498676,-,2468677,-119573,-0.459602936,1.0
Gm23945,chrX,71531284,71531376,-,2435977,-152486,1.0,1.0
Gpr50,chrX,71663666,71669257,+,2298096,-284868,-0.459602936,1.0
Gm14723,chrX,71727656,71727871,+,2239482,-348858,0.117469675,1.0
Prrg3,chrX,71962623,71972722,+,1994631,-583825,-2.190862919,1.0
Fate1,chrX,71972985,71989046,+,1978307,-594187,0.117469675,1.0
Cnga2,chrX,71991848,72010218,+,1957135,-613050,-1.311911855,1.0
Magea4,chrX,72222016,72222964,+,1744389,-843218,-0.665267805,1.0
Gm47265,chrX,72229989,72231507,+,1735846,-851191,0.117469675,1.0
Gabre,chrX,72255998,72274803,-,1692550,-877200,-0.04173228,1.0
Mir224,chrX,72261030,72261112,-,1706241,-882232,1.0,1.0
Mir452,chrX,72262223,72262308,-,1705045,-883425,-0.69629006,1.0
Magea10,chrX,72381869,72386858,-,1580495,-1003071,-1.127783001,1.0
Gabra3,chrX,72432680,72656848,-,1310505,836725,-0.58761695,1.0
Gm14735,chrX,72467301,72470389,+,1496964,1023184,1.33509509,1.0
Mir767,chrX,72589987,72590094,-,1377259,903479,1.0,1.0
Mir105,chrX,72591499,72591579,-,1375774,901994,1.0,1.0
Gm23461,chrX,72611802,72611909,+,1355444,881664,1.0,1.0
Gm14736,chrX,72692509,72692845,-,1274508,800728,1.0,1.0
Gabrq,chrX,72825177,72842602,+,1124751,650971,-0.494631761,1.0
Magea9-ps,chrX,72869366,72870265,+,1097088,623308,-0.098937709,1.0
Gm14684,chrX,72981822,72982344,+,985009,511229,1.0,1.0
Mir2137,chrX,72992078,72992144,+,975209,501429,0.117469675,1.0
Gm6858,chrX,73050005,73051473,+,915880,442100,-1.42790527,1.0
Pnma3,chrX,73064786,73068191,+,899162,425382,0.189601875,1.0
Xlr5a,chrX,73107634,73292976,-,674377,200597,-0.659504294,1.0
Xlr5b,chrX,73148795,73158872,+,808481,334701,-1.369360383,1.0
Spin2d,chrX,73175301,73176989,-,790364,316584,-0.730116004,1.0
Xlr5c,chrX,73282895,73292976,-,674377,200597,1.334965919,1.0
Gm5639,chrX,73297592,73299995,+,667358,193578,-0.359662546,1.0
Gm8501,chrX,73313202,73313634,+,653719,179939,-0.17106663,1.0
Gm45015,chrX,73334995,73336840,-,630513,156733,0.290072009,1.0
Gm18336,chrX,73396438,73398736,-,568617,94837,0.242000737,1.0
Gm26726,chrX,73402210,73411436,-,555917,82137,1.158341852,1.0
Gm37741,chrX,73407675,73408931,+,558422,84642,0.117469675,1.0
Zfp92,chrX,73411095,73428385,+,538968,65188,0.990941706,1.0
Trex2,chrX,73433704,73435344,-,532009,58229,-0.94325444,1.0
Bgn,chrX,73483601,73495933,+,471420,0,-1.630805883,1.0
Atp2b3,chrX,73503085,73571005,+,396348,-9232,-1.063181839,1.0
Gm9730,chrX,73578238,73584123,-,383230,-84385,0.766674486,1.0
Gm25226,chrX,73752673,73752796,+,214557,-258820,1.0,1.0
Gm23615,chrX,73809416,73809481,+,157872,214730,1.0,1.0
Mir718,chrX,74023848,74023936,-,-56479,275,-0.459602936,1.0
Opn1mw,chrX,74127463,74150760,+,-160094,-46412,-0.776600691,1.0
Tex28,chrX,74150943,74167838,-,-183574,-69892,0.117469675,1.0
Gm14846,chrX,74278653,74278869,+,-311284,3621,1.513752125,1.0
Ctag2l1,chrX,74480286,74481399,-,-512917,-111441,0.579344461,1.0
Gm6881,chrX,74486588,74487421,+,-519219,-117743,1.0,1.0
Gm15362,chrX,74504014,74504402,+,-536645,-135169,1.0,1.0
Gm15364,chrX,74510945,74511530,+,-543576,-142100,0.478138181,1.0
Gm26125,chrX,74534284,74534391,+,-566915,-165439,0.117469675,1.0
Gm4989,chrX,74566957,74567706,+,-599588,-198112,0.117469675,1.0
Olfr1326-ps1,chrX,74569152,74574888,-,-601783,-200307,-0.661885908,1.0
Olfr1325,chrX,74592678,74597578,+,-625309,-223833,-1.080032926,1.0
Gm26417,chrX,74624425,74624560,+,-657056,-255580,1.0,1.0
Gm5640,chrX,74639118,74645635,-,-671749,-270273,-0.965137476,1.0
Xlr5d-ps,chrX,74652678,74659486,+,-685309,-283833,-0.098936375,1.0
Spin2-ps2,chrX,74677267,74678045,-,-709898,-308422,-0.17106663,1.0
Xlr3d-ps,chrX,74696046,74704076,+,-728677,-327201,1.21560262,1.0
Gm22351,chrX,74713766,74713873,-,-746397,-344921,0.284572298,1.0
Ctag2l2,chrX,74740926,74742188,+,-773557,-372081,1.271444942,1.0
Gm14755,chrX,74758538,74758922,-,-791169,-389693,-0.713325403,1.0
Olfr1327-ps1,chrX,74762044,74762879,-,-794675,-393199,0.117469675,1.0
Gm14695,chrX,74783671,74786540,+,-816302,-414826,-0.771301588,1.0
Gm8617,chrX,74789936,74792158,-,-822567,-421091,-1.514665354,1.0
Spin2-ps3,chrX,74804798,74805560,+,-837429,-435953,-1.21343516,1.0
Xlr5e-ps,chrX,74823335,74830149,-,-855966,-454490,1.069372747,1.0
Gm5936,chrX,74837195,74843355,+,-869826,-468350,-0.220141477,1.0
Gm14694,chrX,74846560,74849438,-,-879191,-477715,-0.459602936,1.0
Gm14756,chrX,74872195,74872435,-,-904826,-503350,1.0,1.0
Spin2-ps4,chrX,74889662,74890424,-,-922293,-520817,-0.17106663,1.0
Xlr3e-ps,chrX,74912416,74920320,+,-945047,-543571,-1.493345065,1.0
Gm15363,chrX,74958530,74959647,+,-991161,555076,1.259685637,1.0
Gm25629,chrX,74997576,74997683,-,-1030207,517040,-0.380435386,1.0
Gm25520,chrX,75101408,75101526,+,-1134039,413197,2.14594403,1.0
Gm15378,chrX,75143423,75143630,+,-1176054,371093,0.117469675,1.0
Smim9,chrX,75146055,75163770,-,-1178686,350953,1.0,1.0
Gm8503,chrX,75155818,75156273,+,-1188449,358450,0.478138181,1.0
Gm15379,chrX,75458811,75459459,+,-1491442,55264,1.050505678,1.0
Gm15385,chrX,75459962,75485753,+,-1492593,28970,0.789366337,1.0
Gm8666,chrX,75475231,75475523,-,-1507862,39200,0.40780486,1.0
Gm15384,chrX,75551116,75551824,+,-1583747,-36363,0.35022562,1.0
Gm25421,chrX,75578807,75578971,-,-1611438,-64054,1.0,1.0
Gm15065,chrX,75705408,75705681,+,-1738039,-190655,0.869459137,1.0
Gm23320,chrX,75886082,75886209,+,1622895,56332,1.0,1.0
Oat-rs1,chrX,75915215,75916526,+,1592578,26015,1.0,1.0
Gm14715,chrX,75916130,75930227,-,1578877,12314,-0.459602936,1.0
Gm7155,chrX,75971452,75973123,-,1535981,-28777,1.097078851,1.0
Gm14710,chrX,76153330,76162605,-,1346499,-210655,0.529250911,1.0
Gm5397,chrX,76196107,76198742,+,1310362,-253432,-0.17106663,1.0
Gm14711,chrX,76227108,76228230,+,1280874,-284433,1.0,1.0
Gm14707,chrX,76243689,76244272,-,1264832,-301014,1.0,1.0
Gm14717,chrX,76246983,76261392,-,1247712,-304308,-0.77118516,1.0
Cldn34b3,chrX,76264303,76267738,+,1241366,-321628,1.299598547,1.0
Gm14712,chrX,76301182,76301954,-,1207150,-358507,1.0,1.0
Magea7-ps,chrX,76347393,76348353,+,1160751,395690,0.117469675,1.0
Gm14709,chrX,76356826,76357130,+,1151974,386913,1.589986677,1.0
Cldn34b4,chrX,76393349,76397979,+,1111125,346064,-0.17106663,1.0
Gm5793,chrX,76538908,76539538,-,969566,204505,1.0,1.0
Cldn34d,chrX,76582609,76602924,-,906180,141119,1.0,1.0
Gm14716,chrX,76631433,76632151,+,876953,111892,0.117469675,1.0
Gm14713,chrX,76737638,76738818,+,770286,5225,1.0,1.0
Gm26041,chrX,76788421,76788529,-,720575,-44366,1.0,1.0
Gm23280,chrX,76830033,76830172,+,678932,-85978,1.0,1.0
Gm14706,chrX,76919855,76920110,-,588994,-175800,0.189599769,1.0
Gm14714,chrX,76980705,76981144,+,527960,-236650,1.0,1.0
Gm5398,chrX,77289831,77290815,-,218289,-21301,1.105633917,1.0
Gm5757,chrX,77292660,77293188,+,215916,-24130,1.0,1.0
Gm23121,chrX,77579486,77579659,+,-70366,377,0.693921546,1.0
Cldn34-ps,chrX,77674835,77675435,-,-165715,43869,1.0,1.0
Gm14746,chrX,77717051,77717983,-,-207931,1321,0.86980574,1.0
Gm14748,chrX,77733667,77737745,+,-224547,-14339,0.766674486,1.0
Gm14742,chrX,77802350,77803280,-,238574,-83022,-0.405568697,1.0
Pbsn,chrX,77837900,77853623,-,188231,-118572,-0.45960466,1.0
Gm14744,chrX,77864757,77870033,+,171821,-145429,0.478138181,1.0
5430402E10Rik,chrX,77919785,77925062,-,116792,116691,1.0,1.0
Gm14750,chrX,77988362,77992734,+,49120,49019,0.766674486,1.0
Gm14753,chrX,78021041,78021287,-,20567,20466,0.780836102,1.0
Gm16458,chrX,78059389,78066587,+,-17519,-17555,1.0,1.0
Obp1a,chrX,78085504,78091374,-,-43634,-43670,-0.17106663,1.0
Gm5938,chrX,78125466,78130403,+,-83596,-83632,0.117469675,1.0
Obp1b,chrX,78186776,78192292,+,-144906,-144942,1.158341852,1.0
Gm14743,chrX,78240461,78245921,-,-198591,149234,1.0,1.0
Gm8749,chrX,78357793,78358124,-,-315923,37031,1.0,1.0
4930480E11Rik,chrX,78369642,78371128,+,-327772,24027,1.0,1.0
Gm14749,chrX,78375312,78375758,+,-333442,19397,-0.17106663,1.0
Gm8754,chrX,78390704,78391224,+,-348834,3931,0.581077705,1.0
Gm14752,chrX,78405675,78409435,+,-363805,-10503,-0.17106663,1.0
Gm14745,chrX,78416197,78417293,+,-374327,-21025,1.0,1.0
Gm22843,chrX,78550745,78550879,-,-508875,32036,-2.285252387,1.0
Gm8761,chrX,78655784,78656739,-,-613914,-72849,0.478138181,1.0
Gm14747,chrX,78682204,78683188,-,-640334,-99269,1.0,1.0
Fam47c,chrX,78737762,78739401,+,-695892,70455,1.0,1.0
Gm8770,chrX,78785746,78786855,+,-743876,23001,1.258059216,1.0
Gm23556,chrX,78908548,78908640,-,-866678,-98679,1.0,1.0
Gm14751,chrX,79008746,79008968,-,-966876,-198877,1.0,1.0
Cfap47,chrX,79266558,79517285,-,1218077,0,0.662937477,1.0
Mageb16,chrX,79623230,79671435,-,1063927,-331499,0.478138181,1.0
Gm4772,chrX,79902723,79903566,-,831796,-610992,1.0,1.0
Gm4773,chrX,80061010,80061712,-,673650,673645,0.117469675,1.0
Gm6952,chrX,80197080,80197239,-,538123,538118,1.0,1.0
Gm14768,chrX,80362548,80363233,+,372129,372124,1.0,1.0
Gm6954,chrX,80666312,80666537,+,68825,68820,1.0,1.0
Gm14733,chrX,80932815,80932948,-,-197437,-197429,1.0,1.0
Tmem47,chrX,81070697,81097872,+,-335319,-335311,0.189599457,1.0
Gm14754,chrX,81271769,81272495,-,-536391,-536383,1.0,1.0
4930595M18Rik,chrX,81419574,81458121,-,-684196,-684188,-0.17106663,1.0
Gm26174,chrX,82178453,82178672,+,-1443075,85908,1.0,1.0
Gm22686,chrX,82187681,82187781,+,-1452303,76799,1.0,1.0
Rpl10-ps4,chrX,82400723,82401009,-,-1665345,-136130,1.0,1.0
Gm24706,chrX,82401090,82401227,-,-1665712,-136497,1.0,1.0
Gm14740,chrX,82441599,82442749,+,-1706221,-177006,1.0,1.0
Gm14739,chrX,82687020,82687822,-,-1951642,-422427,1.0,1.0
Gm24470,chrX,82692238,82692370,-,-1956860,-427645,0.117469675,1.0
Gm14741,chrX,82757429,82758438,-,-2022051,-492836,0.766674486,1.0
Gm23671,chrX,82897396,82897499,-,-2162018,-632803,-1.058179222,1.0
n-R5s9,chrX,83345742,83345859,+,-2610364,-1081149,1.0,1.0
Tsga8,chrX,83486677,83487924,-,-2751299,-1222084,1.0,1.0
Gm22580,chrX,83536030,83536137,+,-2800652,-1271437,1.461726684,0.051425143
Gm14769,chrX,84063332,84063764,+,-3327954,768488,-1.181541982,1.0
Gm14770,chrX,84879886,84880198,+,-4144508,-47538,1.0,1.0
Gm14771,chrX,85236363,85236566,-,-4500985,271063,1.0,1.0
Gm16463,chrX,85241616,85242731,+,-4506238,264898,-0.17106663,1.0
Fthl17a,chrX,85249678,85270288,+,-4514300,237341,-0.459604424,1.0
Gm14765,chrX,85431826,85432152,+,-4696448,75477,1.0,1.0
Gm44378,chrX,85588976,85589059,+,-4853598,-81327,-0.029694294,1.0
Gm14767,chrX,85716437,85717023,+,-4981059,-208788,1.0,1.0
Gm14764,chrX,85744347,85749764,+,4966562,-236698,-0.459602936,1.0
Gm14766,chrX,85790872,85791239,+,4925087,-283223,-0.955802034,1.0
Gm14772,chrX,86032655,86033169,-,4683157,-525006,1.0,1.0
Samt3,chrX,86044198,86047313,+,4669013,-536549,0.117469675,1.0
Nr0b1,chrX,86191763,86195947,+,4520379,-684114,-0.459602936,1.0
Mageb4,chrX,86250253,86305093,-,4411233,-742604,0.403421751,1.0
Gm8839,chrX,86270711,86272356,+,4443970,-763062,-1.954101349,1.0
Mageb10-ps,chrX,86299921,86301328,-,4414998,-792272,-0.75754119,1.0
Mageb8-ps,chrX,86327902,86328935,-,4387391,-820253,1.0,1.0
Gm41,chrX,86344822,86345845,-,4370481,-837173,-0.362834606,1.0
Mageb6-ps,chrX,86370798,86371830,-,4344496,-863149,0.189600188,1.0
AL645467.1,chrX,86387996,86388552,-,4327774,-880347,0.766674486,1.0
Mageb7-ps,chrX,86398203,86399244,-,4317082,-890554,0.117469675,1.0
n-R5s10,chrX,86406127,86406246,-,4310080,-898478,0.117469675,1.0
Il1rapl1,chrX,86740869,88115645,-,2600681,0,-2.249128335,1.0
Gm14775,chrX,86792473,86792783,+,3923543,1222714,1.0,1.0
Gm8855,chrX,87672991,87673869,-,3042457,341628,1.0,1.0
Gm14776,chrX,87771338,87772352,-,2943974,243145,1.0,1.0
Gm24812,chrX,87899204,87899488,-,2816838,116009,1.283647888,1.0
Gm14774,chrX,88036370,88036906,-,2679420,-20857,1.0,1.0
Gm25006,chrX,88192616,88192723,+,2523603,-177103,1.0,1.0
Gm8858,chrX,88388558,88388900,+,2327426,287343,0.766674486,1.0
Gm14793,chrX,88393953,88394264,+,2322062,281979,1.0,1.0
Gm8864,chrX,88572050,88573060,-,2143266,103183,1.0,1.0
Gm14795,chrX,88613356,88613827,+,2102499,62416,1.0,1.0
Gm14792,chrX,88684763,88685021,-,2031305,-8384,1.0,1.0
Ppp4r3c-ps,chrX,88729827,88732272,+,1984054,-53448,0.766674486,1.0
Gm14794,chrX,88749451,88749643,+,1966683,-73072,1.0,1.0
Gm8876,chrX,88755573,88756695,-,1959631,-79194,0.287830486,1.0
Gm27000,chrX,88759470,88760312,-,1956014,-83091,1.0,1.0
Mir1906-2,chrX,88759473,88759553,-,1956773,-83094,1.0,1.0
Gm27335,chrX,88759658,88759755,-,1956571,-83279,1.0,1.0
Gm5759,chrX,88897695,88898506,-,1817820,-221316,1.0,1.0
Gm16412,chrX,89005369,89005642,+,1710684,-328990,-0.730116004,1.0
Gm14791,chrX,89059375,89060541,-,1655785,-382996,0.766674486,1.0
Gm14796,chrX,89087095,89088054,-,1628272,-410716,-0.916682308,1.0
Gm14797,chrX,89111016,89112496,-,1603830,-434637,1.0,1.0
Gm649,chrX,89281117,89282171,-,1434155,351804,-0.098934431,1.0
AL732291.1,chrX,89336618,89337233,-,1379093,296742,1.0,1.0
Gm14805,chrX,89397110,89397450,+,1318876,236525,1.0,1.0
Dcaf8l,chrX,89403847,89409689,-,1306637,224286,1.883599279,1.0
Gm14804,chrX,89418767,89419275,-,1297051,214700,0.478138181,1.0
Gm6973,chrX,89440174,89440895,-,1275431,193080,-0.17106663,1.0
4932429P05Rik,chrX,89752267,89755491,+,960835,73124,-2.03710261,1.0
Gm24954,chrX,89849393,89849503,-,866823,-20632,-1.130427804,1.0
Nanog-ps1,chrX,89883388,89883638,-,832688,-54627,-1.695242532,1.0
4930415L06Rik,chrX,89930097,89932852,-,783474,-101336,0.117469675,1.0
Gm4746,chrX,90416966,90419372,-,296954,-588205,1.0,1.0
Gm44,chrX,90892141,90893134,+,105146,-1063380,1.0,1.0
Gm14773,chrX,91155167,91155791,+,-156871,-1326406,1.0,1.0
Gm24835,chrX,91252636,91252747,-,-254340,1363071,1.0,1.0
Gm14786,chrX,91268442,91271319,-,-270146,1344499,0.117469675,1.0
Gm8908,chrX,91285767,91286791,-,-287471,1329027,1.0,1.0
Gm14788,chrX,91289276,91289651,+,-290980,1326167,1.0,1.0
Mageb2,chrX,91331689,91333360,+,-333393,1282458,-1.440877189,1.0
Gm14783,chrX,91345674,91346337,+,-347378,1269481,0.117469675,1.0
Gm5072,chrX,91392499,91393534,+,-394203,1222284,0.189599475,1.0
Gm8914,chrX,91480125,91481160,+,-481829,1134658,0.189599475,1.0
Gm14787,chrX,91544837,91545225,-,-546541,1070593,1.0,1.0
Gm8916,chrX,91546592,91547541,-,-548296,1068277,0.766674486,1.0
Gm14785,chrX,91550083,91551230,+,-551787,1064588,0.766674486,1.0
1700084M14Rik,chrX,91575209,91575911,-,-576913,1039907,1.0,1.0
Mageb17-ps,chrX,91625394,91626313,+,-627098,989505,-0.17106663,1.0
Gm14781,chrX,91632193,91635671,+,-633897,980147,-0.916682308,1.0
Mageb5,chrX,91779543,91783018,-,-781247,832800,0.117469675,1.0
Gm14782,chrX,91859497,91859692,-,-861201,756126,1.0,1.0
Gm7113,chrX,91862598,91863556,-,-864302,752262,0.478138181,1.0
Gm5071,chrX,91931945,91932980,-,-933649,682838,0.189599475,1.0
Gm14784,chrX,92002886,92003549,-,-1004590,612269,-0.459602936,1.0
Mageb1,chrX,92015190,92016333,-,-1016894,599485,0.117469675,1.0
Gm4911,chrX,92079849,92080794,-,-1081553,535024,2.177931067,1.0
Gm4912,chrX,92093698,92094742,-,-1095402,521076,0.478138181,1.0
Mageb18,chrX,92118878,92599572,-,-1120582,16246,-0.375974903,1.0
Gm14777,chrX,92429238,92429414,+,-1430942,186404,1.0,1.0
Gm5941,chrX,92489948,92490681,+,-1491652,125137,0.478138181,1.0
Gm6982,chrX,92593808,92595368,+,-1595512,20450,1.0,1.0
Gm25332,chrX,92882450,92882555,+,-1884154,-266606,1.0,1.0
Gm24973,chrX,92989094,92989195,-,-1990798,-373250,0.117469675,1.0
1700003E24Rik,chrX,93156153,93156873,+,1873123,475850,1.0,1.0
